,mesa,Departamento,Municipio,Circuito,bue,1 - Movimiento Integracion y Desarrollo (1) 1.Intendente/Vice,1 - Movimiento Integracion y Desarrollo (1) 2.Concejales,2 - Justicialista (2) 1.Intendente/Vice,2 - Justicialista (2) 2.Concejales,3 - Union Civica Radical (3) 1.Intendente/Vice,3 - Union Civica Radical (3) 2.Concejales,4 - Movimiento Siempre Corrientes (4) 1.Intendente/Vice,4 - Movimiento Siempre Corrientes (4) 2.Concejales,5 - Democrata Cristiano (5) 1.Intendente/Vice,5 - Democrata Cristiano (5) 2.Concejales,6 - Es Posible (6) 1.Intendente/Vice,6 - Es Posible (6) 2.Concejales,7 - de la Concertacion Forja (7) 1.Intendente/Vice,7 - de la Concertacion Forja (7) 2.Concejales,8 - Federal (8) 1.Intendente/Vice,8 - Federal (8) 2.Concejales,9 - Democrata Progresista (9) 1.Intendente/Vice,9 - Democrata Progresista (9) 2.Concejales,10 - Renovador Federal (10) 1.Intendente/Vice,10 - Renovador Federal (10) 2.Concejales,11 - Ladrilleros Unidos (CAPITAL) (11) 1.Intendente/Vice,11 - Ladrilleros Unidos (CAPITAL) (11) 2.Concejales,12 - Accion por Corrientes (14) 1.Intendente/Vice,12 - Accion por Corrientes (14) 2.Concejales,13 - Unidos por Corrientes (15) 1.Intendente/Vice,13 - Unidos por Corrientes (15) 2.Concejales,14 - Laborista Autonomo (17) 1.Intendente/Vice,14 - Laborista Autonomo (17) 2.Concejales,15 - ELI - Encuentro Liberal (18) 1.Intendente/Vice,15 - ELI - Encuentro Liberal (18) 2.Concejales,16 - Cambio Popular (19) 1.Intendente/Vice,16 - Cambio Popular (19) 2.Concejales,17 - Union del Centro Democratico (20) 1.Intendente/Vice,17 - Union del Centro Democratico (20) 2.Concejales,18 - Convocatoria Popular (21) 1.Intendente/Vice,18 - Convocatoria Popular (21) 2.Concejales,19 - FE (23) 1.Intendente/Vice,19 - FE (23) 2.Concejales,20 - Union Popular (25) 1.Intendente/Vice,20 - Union Popular (25) 2.Concejales,21 - Conservador Popular (31) 1.Intendente/Vice,21 - Conservador Popular (31) 2.Concejales,22 - Accion Popular de los Trabajadores (34) 1.Intendente/Vice,22 - Accion Popular de los Trabajadores (34) 2.Concejales,23 - Accion por la Republica (44) 1.Intendente/Vice,23 - Accion por la Republica (44) 2.Concejales,24 - Afirmacion para una Republica Igualitaria ARI  (47) 1.Intendente/Vice,24 - Afirmacion para una Republica Igualitaria ARI  (47) 2.Concejales,25 - Partido Socialista (50) 1.Intendente/Vice,25 - Partido Socialista (50) 2.Concejales,26 - Autonomista (52) 1.Intendente/Vice,26 - Autonomista (52) 2.Concejales,27 - de la Victoria (54) 1.Intendente/Vice,27 - de la Victoria (54) 2.Concejales,28 - Proyecto Corrientes (57) 1.Intendente/Vice,28 - Proyecto Corrientes (57) 2.Concejales,29 - PRO - Propuesta Republicana (64) 1.Intendente/Vice,29 - PRO - Propuesta Republicana (64) 2.Concejales,30 - Nueva Dirigencia Corrientes (67) 1.Intendente/Vice,30 - Nueva Dirigencia Corrientes (67) 2.Concejales,31 - Instrumento Electoral por la Unidad Popular (72) 1.Intendente/Vice,31 - Instrumento Electoral por la Unidad Popular (72) 2.Concejales,32 - Nuevo (90) 1.Intendente/Vice,32 - Nuevo (90) 2.Concejales,33 - Popular (169) 1.Intendente/Vice,33 - Popular (169) 2.Concejales,34 - Crecer con Todos (170) 1.Intendente/Vice,34 - Crecer con Todos (170) 2.Concejales,35 - Union Celeste y Blanco (173) 1.Intendente/Vice,35 - Union Celeste y Blanco (173) 2.Concejales,36 - Compromiso Correntino (175) 1.Intendente/Vice,36 - Compromiso Correntino (175) 2.Concejales,37 - KOLINA (192) 1.Intendente/Vice,37 - KOLINA (192) 2.Concejales,VOTOS en Blanco 1.Intendente/Vice,VOTOS en Blanco 2.Concejales,VOTOS Nulos 1.Intendente/Vice,VOTOS Nulos 2.Concejales,VOTOS  Recurridos 1.Intendente/Vice,VOTOS  Recurridos 2.Concejales,VOTOS de Identidad Impugnada 1.Intendente/Vice,VOTOS de Identidad Impugnada 2.Concejales,Total Votos Válidos 1.Intendente/Vice,Total Votos Válidos 2.Concejales,Votos Generales 1.Intendente/Vice,Votos Generales 2.Concejales,Frente Para la Victoria (201) 1.Alianzas Intendente/Vice,Encuentro por Corrientes-ECO+Cambiemos (203) 1.Alianzas Intendente/Vice,Haciendo Corrientes (205) 1.Alianzas Intendente/Vice,Ciudadanos Comprometidos (200) 2.Alianzas Concejales,Frente Para la Victoria (201) 2.Alianzas Concejales,Encuentro por Corrientes-ECO+Cambiemos (204) 2.Alianzas Concejales,Haciendo Corrientes (205) 2.Alianzas Concejales,voto_cruzado,voto_cruzado_revisado
684,685,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,20,19,35,36,36,32,11,11,12,13,1,1,5,5,2,2,6,6,5,6,11,10,2,2,5,5,1,1,13,11,11,11,4,4,4,4,5,5,6,7,4,/////,4,4,7,9,9,7,0,2,5,6,9,7,0,0,7,6,2,1,0,0,4,5,6,6,5,4,0,0,2,2,1,2,3,0,5,0,5,0,0,/////,260,252,273,252,5,123,132,16,6,74,131,15.0,5.0
685,686,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,32,29,59,57,42,39,7,7,5,3,0,0,14,13,3,3,0,0,2,3,7,6,6,6,2,2,4,5,4,4,5,5,3,2,5,6,5,6,4,4,1,/////,4,5,7,7,6,6,0,3,6,7,3,3,0,0,3,4,1,1,0,1,1,1,5,5,5,5,1,1,3,3,5,6,4,5,8,8,2,2,0,/////,260,258,274,273,10,107,143,15,12,69,134,13.0,8.0
686,687,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,25,24,52,49,40,40,28,27,1,1,6,5,7,7,7,7,1,1,3,2,7,7,1,2,2,2,1,2,1,2,11,11,4,3,2,1,2,2,9,10,1,/////,3,4,2,3,4,4,0,0,1,2,6,6,0,1,1,1,0,0,0,0,1,1,3,3,3,4,0,0,0,0,6,6,4,0,4,0,2,0,0,/////,241,240,251,240,8,85,148,16,7,55,142,9.5,6.5
687,688,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,3,3,40,39,14,12,7,7,4,4,1,1,8,7,2,2,0,0,14,13,35,34,8,8,10,9,1,1,18,17,4,4,5,5,5,5,4,4,3,3,0,/////,4,4,7,7,1,1,0,2,4,4,5,5,2,2,1,1,1,1,0,1,7,7,4,4,12,12,7,7,5,4,7,7,4,10,7,7,0,0,0,/////,253,247,264,264,12,97,144,11,12,58,140,6.0,3.0
688,689,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,31,30,53,49,36,34,9,10,4,3,10,10,8,7,3,3,2,2,4,4,7,6,7,8,5,6,3,3,8,9,3,3,3,3,2,1,4,4,6,6,0,/////,5,6,9,10,6,6,0,2,2,2,0,0,4,4,1,1,1,2,0,2,1,1,5,5,1,1,1,1,2,2,10,10,3,3,9,9,1,1,0,/////,256,256,269,269,12,120,124,16,11,70,117,11.0,8.0
689,690,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,22,22,35,32,47,33,13,13,3,3,0,0,3,2,4,3,1,1,6,7,13,13,5,5,5,5,5,5,6,7,1,1,8,8,5,4,0,0,3,4,2,/////,3,3,9,12,3,3,0,8,5,5,2,2,3,3,2,2,1,2,0,5,2,2,5,5,10,10,4,3,0,0,5,5,3,6,3,3,0,0,0,/////,241,238,247,247,10,113,118,7,9,68,115,21.5,2.5
690,691,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,3,2,24,22,37,21,4,4,5,5,1,1,12,11,2,3,1,1,5,5,3,3,2,2,3,3,0,0,6,6,4,4,7,6,2,2,1,3,6,7,1,/////,14,14,9,4,11,11,0,2,7,7,9,9,1,1,7,8,5,5,0,4,28,26,18,18,20,20,4,4,3,3,4,4,2,3,6,6,1,1,0,/////,269,251,278,261,6,139,124,24,6,84,117,20.0,9.0
691,692,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,28,27,34,31,29,27,8,8,4,4,0,0,4,4,2,2,4,4,5,5,2,2,2,3,12,12,2,2,10,10,4,4,8,8,4,4,6,7,9,10,1,/////,7,8,5,6,6,5,0,0,3,4,1,1,7,7,1,1,2,2,0,1,3,3,4,4,2,2,5,5,4,4,4,4,7,8,10,10,2,2,0,/////,232,231,251,251,8,121,103,25,8,77,99,7.5,3.5
692,693,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,35,34,36,32,30,24,6,6,0,0,1,1,1,1,3,3,4,4,3,3,7,6,1,2,4,3,10,11,9,8,3,1,4,4,6,6,8,8,10,10,0,/////,5,5,12,15,7,8,0,1,4,4,6,6,4,4,1,1,12,12,0,5,6,5,2,2,9,9,1,1,6,6,2,4,2,4,8,8,3,3,0,/////,258,255,271,270,8,134,116,23,10,67,107,15.5,7.5
693,694,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,1,1,31,28,36,34,4,4,12,11,3,3,4,4,2,2,10,10,3,3,6,6,8,8,1,1,2,2,15,16,4,4,12,11,5,5,9,10,5,5,2,/////,3,3,14,15,2,2,0,2,7,7,19,17,0,0,0,0,2,2,0,0,3,3,3,3,8,8,0,0,2,2,4,4,4,10,6,6,1,1,0,/////,242,236,253,253,9,126,107,18,9,65,100,8.0,4.0
694,695,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,5,5,50,50,52,52,3,3,15,15,4,4,1,1,1,1,2,2,4,3,6,6,6,7,1,1,0,0,7,7,3,3,10,10,5,5,1,1,6,7,2,/////,3,3,9,10,5,5,0,0,8,8,14,13,1,1,1,1,1,1,0,0,2,2,6,7,5,3,1,1,3,2,0,0,6,10,1,1,2,2,0,/////,243,240,252,253,5,120,118,11,5,84,114,5.5,2.5
695,696,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,38,35,41,40,32,29,8,8,19,19,6,6,5,5,4,3,1,1,3,3,9,9,6,7,4,5,6,6,12,12,2,2,2,2,0,0,1,2,4,5,1,/////,4,4,3,4,4,4,0,0,8,9,5,4,1,2,3,3,0,0,0,0,4,4,4,3,2,2,3,3,2,2,6,5,2,4,7,9,0,0,10,/////,253,248,272,271,6,109,138,11,5,70,133,9.5,3.5
696,697,241 -- CAPITAL,1 -- CAPITAL,8 -- CAPITAL,0,3,3,17,15,26,18,5,5,2,2,0,0,8,7,2,2,2,2,12,13,28,27,9,9,15,13,10,11,17,17,0,0,3,3,5,5,3,3,2,2,1,/////,5,6,8,8,5,5,0,6,4,4,17,17,7,6,10,9,4,3,0,2,1,1,8,8,2,1,1,1,0,0,5,7,1,6,6,7,1,1,0,/////,247,241,255,255,10,139,98,11,12,84,94,16.0,5.0
697,698,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,7,7,30,27,33,26,16,14,12,11,2,2,8,8,0,0,4,3,6,6,0,0,11,12,1,1,4,4,10,9,2,2,9,9,3,3,9,10,5,5,3,/////,4,4,3,3,2,3,0,6,6,6,15,15,0,0,2,3,2,2,0,0,12,10,4,4,21,19,16,17,6,6,3,3,1,10,3,3,6,6,0,/////,271,260,281,279,6,127,138,19,6,71,128,16.5,5.5
698,699,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,0,0,60,55,22,22,13,12,0,0,8,8,10,10,4,5,8,8,12,12,3,2,12,13,4,4,7,7,18,16,3,4,6,6,4,4,8,7,11,11,1,/////,6,6,0,0,0,0,0,0,5,5,9,8,1,1,4,4,6,6,0,0,5,5,1,1,1,1,7,5,6,6,4,4,2,0,5,0,0,0,0,/////,269,258,276,258,8,139,122,24,8,64,115,8.5,5.5
699,700,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,3,3,31,29,11,11,5,5,6,6,5,5,10,10,1,1,0,0,12,13,1,1,0,1,4,4,3,3,25,25,5,5,4,4,0,0,4,5,8,8,0,/////,4,4,3,2,0,0,0,2,18,18,24,26,0,0,10,10,0,0,0,0,6,6,7,7,9,9,12,12,3,3,16,15,7,7,9,1,0,0,0,/////,250,253,266,261,16,118,116,17,15,87,117,5.5,2.5
700,701,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,1,1,34,30,34,19,6,6,1,1,4,4,26,24,7,8,4,4,8,8,3,3,3,2,2,2,5,5,8,7,4,4,5,5,2,2,4,2,4,4,0,/////,11,10,4,5,3,3,0,13,8,14,3,3,1,1,2,2,0,0,0,1,14,14,7,7,14,12,12,12,1,1,10,9,1,8,8,8,0,0,0,/////,255,248,264,264,12,124,119,16,11,67,111,25.5,5.5
701,702,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,6,5,35,32,49,44,0,0,4,4,16,17,16,16,6,6,0,0,6,6,16,16,4,4,7,7,7,5,11,11,6,6,3,3,10,12,1,1,14,14,0,/////,2,2,5,6,3,3,0,2,6,7,3,3,2,2,3,3,0,0,0,1,6,6,3,3,14,13,6,6,5,5,3,2,1,6,6,0,0,0,0,/////,278,273,285,279,13,150,115,17,14,86,110,10.5,3.5
702,703,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,20,19,23,19,66,48,24,23,5,5,8,8,4,4,3,2,0,0,4,4,12,9,5,5,3,3,2,2,22,22,5,5,2,0,6,9,4,5,3,3,1,/////,3,3,2,3,0,0,0,12,4,4,5,6,0,0,1,1,1,1,0,4,5,5,7,7,4,3,2,2,3,3,0,1,7,7,10,10,0,0,0,/////,259,250,276,267,6,140,113,11,10,88,102,27.5,8.5
703,704,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,5,5,33,29,29,28,6,6,4,4,3,3,1,1,1,1,3,3,6,5,0,0,4,4,0,0,5,6,2,2,1,1,8,8,7,7,1,1,4,4,1,/////,4,3,2,2,3,3,0,4,3,3,22,21,0,0,11,9,3,3,0,0,9,8,17,18,37,36,19,19,7,7,5,6,5,0,6,0,0,0,0,/////,266,260,277,260,12,122,132,8,13,85,124,10.0,5.0
704,705,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,25,23,35,33,41,33,7,7,12,12,3,3,3,3,4,6,2,2,5,5,2,2,1,2,10,10,4,4,11,11,5,5,15,13,6,5,1,1,3,3,1,/////,3,3,3,3,1,1,0,8,8,9,4,3,3,2,6,6,0,0,0,11,3,3,2,3,0,0,5,5,5,5,5,5,19,18,7,7,0,0,0,/////,244,250,270,275,11,117,116,7,10,80,109,21.0,11.0
705,706,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,0,0,35,30,28,23,3,3,2,2,4,5,7,6,8,8,1,1,14,13,12,10,3,7,2,2,3,3,5,4,3,3,13,13,7,8,9,9,7,7,0,/////,8,7,1,1,2,1,0,0,12,12,13,14,5,5,3,3,9,9,0,4,26,26,4,4,7,7,8,8,4,4,2,2,8,14,4,4,0,0,0,/////,270,264,282,282,9,126,135,23,10,71,127,14.0,5.0
706,707,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,3,3,35,32,51,48,8,8,10,9,21,21,28,25,11,11,4,4,12,13,6,6,7,7,5,5,1,1,6,6,1,1,2,2,3,4,4,5,2,2,2,/////,3,3,2,1,1,1,0,2,3,2,0,0,2,3,1,0,1,1,0,1,7,7,3,3,1,1,3,3,1,1,1,2,1,8,10,10,0,0,1,/////,251,244,263,263,4,134,113,10,6,72,107,11.5,5.5
707,708,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,5,5,21,20,44,37,9,8,19,19,3,3,17,16,11,10,3,3,12,10,2,2,5,5,1,1,2,2,20,20,1,1,3,3,4,4,3,3,13,13,2,/////,7,7,9,10,3,3,0,4,2,2,6,6,4,4,0,0,3,3,0,3,3,3,3,4,10,10,1,1,2,2,6,6,5,0,6,0,2,0,0,/////,259,253,272,253,10,141,108,23,10,75,103,12.0,3.0
708,709,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,17,17,33,32,33,28,4,4,3,2,5,5,17,18,7,8,2,2,6,6,2,2,0,0,12,12,5,5,7,7,0,0,7,7,6,5,5,4,11,11,4,/////,1,1,4,4,6,8,0,3,2,2,2,2,1,1,2,2,4,4,0,0,6,6,7,7,15,15,4,4,2,3,5,5,4,4,15,15,2,2,0,/////,247,242,268,263,11,124,112,16,10,75,111,10.5,2.5
709,710,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,9,7,31,30,27,25,18,17,15,13,21,21,0,0,6,6,4,4,8,8,7,7,4,4,4,4,8,8,7,7,2,2,3,3,4,4,5,5,3,3,1,/////,7,7,0,0,4,5,0,2,1,1,5,5,7,7,4,4,3,3,0,0,4,4,4,4,6,5,1,1,2,2,6,6,6,0,9,0,0,0,0,/////,241,234,256,234,10,123,108,15,10,61,101,6.5,3.5
710,711,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,5,5,25,23,30,29,20,20,9,8,2,2,17,17,7,7,1,1,12,13,0,0,4,5,8,8,7,7,4,4,10,9,3,3,7,7,1,1,4,4,0,/////,10,10,5,5,5,5,0,0,3,3,0,0,0,0,4,4,3,3,0,1,21,21,3,4,4,4,3,3,2,2,4,3,3,3,8,9,0,0,1,/////,243,241,255,254,11,106,126,15,10,63,123,5.0,3.0
711,712,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,2,2,20,20,39,27,2,1,5,5,2,2,18,18,1,1,0,0,5,5,10,10,1,1,4,4,0,2,7,7,16,16,7,7,3,3,2,2,4,4,2,/////,0,1,0,0,7,7,0,5,2,2,14,14,1,1,8,8,1,1,0,7,12,11,16,16,29,28,9,11,11,11,10,10,2,0,5,0,1,0,0,/////,270,270,278,270,13,117,140,7,13,84,137,17.0,3.0
712,713,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,5,5,24,24,45,44,2,2,6,6,8,8,4,4,3,3,4,4,5,6,19,19,2,1,5,5,8,7,23,23,0,0,14,15,8,8,0,0,7,8,0,/////,2,2,2,2,3,3,0,19,3,3,10,9,1,1,0,0,0,0,0,5,1,1,0,1,14,14,3,3,4,4,5,5,27,3,11,11,0,0,0,/////,240,264,278,278,13,123,104,10,13,83,105,16.0,12.0
713,714,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,8,8,41,42,29,27,7,7,10,10,13,13,11,12,2,3,2,2,13,11,3,3,12,11,6,5,4,4,21,20,2,2,5,5,5,5,4,4,6,6,0,/////,0,0,4,4,5,5,0,5,2,3,9,9,4,4,0,0,2,2,0,1,4,4,4,4,9,9,1,1,8,8,4,4,0,0,11,0,0,0,0,/////,260,263,271,263,9,129,122,10,9,71,122,8.5,1.5
714,715,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,2,2,19,16,31,23,18,18,4,4,4,4,7,7,11,11,0,0,4,5,19,17,14,14,2,2,3,4,4,4,7,7,15,14,4,6,6,6,5,5,5,/////,2,2,5,6,0,0,0,7,7,6,8,7,0,0,1,1,1,1,0,0,4,3,4,6,6,6,1,1,2,2,5,5,1,10,13,12,0,0,0,/////,230,222,244,244,9,108,113,13,11,44,106,18.0,6.0
715,716,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,3,2,58,55,22,19,4,4,0,0,4,4,19,19,4,5,3,3,11,11,7,6,3,3,10,10,2,3,10,10,4,4,7,7,9,9,1,1,6,6,0,/////,5,5,4,3,5,6,0,2,8,9,4,4,3,3,2,2,2,2,0,0,7,7,7,7,11,11,3,3,14,14,8,8,4,5,9,9,0,0,0,/////,270,267,283,281,17,118,135,12,17,71,130,7.5,3.5
716,717,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,1,1,35,33,32,27,0,0,5,5,4,4,7,7,1,1,0,0,11,10,15,15,6,6,2,2,5,7,12,11,2,2,22,21,3,3,5,5,4,4,6,/////,8,8,5,7,1,1,0,0,6,8,9,9,20,20,5,5,1,1,0,3,8,8,5,5,19,18,4,4,5,5,7,6,16,17,6,0,0,0,0,/////,281,272,303,289,10,137,134,17,9,84,129,13.5,4.5
717,718,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,3,3,36,36,28,21,2,1,19,19,4,4,5,5,7,7,2,2,7,7,20,19,3,3,4,4,3,4,9,9,7,6,7,7,0,0,3,3,6,6,0,/////,2,2,2,2,19,19,0,4,2,2,13,13,3,3,1,1,1,1,0,2,11,12,2,2,7,8,2,2,3,3,8,8,6,5,7,7,0,0,0,/////,251,250,264,262,8,106,137,11,8,64,136,9.5,0.5
718,719,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,2,2,21,21,25,21,4,4,4,4,0,0,12,12,0,1,1,1,13,11,21,20,0,0,1,2,2,3,8,8,6,7,13,13,5,3,1,1,2,2,2,/////,6,6,2,2,5,5,0,4,4,5,10,9,6,6,6,6,2,2,0,0,10,10,18,17,11,11,6,6,18,17,8,7,6,13,10,10,0,0,0,/////,255,249,271,272,13,115,127,9,10,78,124,12.0,3.0
719,720,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,1,1,46,42,38,32,9,9,17,15,22,21,2,2,6,6,8,9,5,5,5,5,10,12,1,1,1,2,9,8,1,0,6,6,4,5,2,2,5,5,2,/////,6,7,6,6,6,6,0,4,3,3,8,8,4,4,3,3,0,0,0,3,3,3,3,3,4,3,1,2,1,1,3,3,9,11,5,6,0,0,0,/////,251,247,265,264,7,137,107,14,8,62,99,16.0,6.0
720,721,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,5,4,64,61,30,29,12,12,4,4,13,13,4,4,11,10,3,3,19,18,4,4,5,7,5,5,4,4,5,5,5,5,10,9,0,0,7,7,5,6,1,/////,7,8,1,1,2,2,0,1,2,3,4,4,6,6,3,3,1,1,0,0,6,6,2,2,7,6,6,6,3,2,3,3,2,0,12,0,0,0,0,/////,269,264,283,264,3,122,144,21,3,62,137,8.5,4.5
721,722,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,35,33,35,34,30,25,8,8,3,3,10,11,12,12,9,9,4,2,5,5,3,3,1,1,8,7,5,6,10,10,4,4,1,1,4,4,3,4,6,6,2,/////,4,4,4,4,4,4,0,4,1,1,13,13,0,0,10,9,0,0,0,0,3,3,9,9,3,3,1,1,1,1,5,5,7,13,6,7,0,0,0,/////,256,249,269,269,9,122,125,14,9,66,122,10.5,3.5
722,723,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,6,5,38,37,24,20,2,1,7,7,4,4,22,20,3,4,1,3,9,9,12,12,9,8,0,0,2,2,12,13,1,1,16,13,6,6,0,0,1,1,0,/////,2,2,2,2,1,1,0,2,4,4,6,6,5,5,4,3,0,1,0,2,6,6,4,4,16,12,21,21,6,6,11,13,1,6,13,15,0,0,0,/////,263,256,277,277,17,105,141,3,19,72,129,14.5,8.5
723,724,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,14,12,21,20,25,21,20,20,18,15,20,22,6,5,4,4,1,1,3,4,13,13,13,12,3,2,4,4,15,15,2,1,5,5,2,2,8,9,3,3,0,/////,12,11,2,2,2,3,0,2,8,9,2,2,2,2,2,2,2,2,0,2,5,4,5,5,4,3,1,2,2,3,2,2,3,6,18,18,0,0,0,/////,251,246,272,270,4,134,113,23,4,63,104,14.5,6.5
724,725,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,21,21,62,62,47,46,4,4,6,6,4,4,15,15,5,5,2,2,2,2,1,1,2,2,5,5,1,1,6,6,1,1,1,1,5,4,1,1,6,6,0,/////,5,5,4,4,0,0,0,2,1,1,5,5,1,1,3,3,1,1,0,3,2,2,1,1,8,8,17,17,1,1,2,3,1,3,4,4,0,0,0,/////,248,252,253,259,7,113,128,12,7,81,128,4.0,2.0
725,726,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,16,14,64,61,25,25,19,18,4,4,7,5,2,2,6,6,2,3,11,10,2,2,5,5,4,4,5,7,4,4,3,3,5,5,1,1,0,0,6,6,0,/////,1,1,4,3,4,4,0,0,11,13,7,6,0,0,2,3,0,0,0,1,4,4,5,4,2,2,7,7,8,8,2,2,2,2,11,11,0,0,0,/////,248,243,261,256,3,106,139,7,3,64,131,9.5,5.5
726,727,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,6,5,23,22,56,56,44,40,17,16,6,6,1,1,2,2,4,4,12,12,2,2,3,4,5,5,5,5,15,15,5,5,2,2,9,7,2,2,3,4,3,/////,3,3,4,4,3,3,0,1,6,7,2,2,1,1,0,0,1,1,0,0,3,3,6,6,2,2,2,2,0,0,7,8,1,0,12,0,1,0,0,/////,265,258,279,258,16,130,119,9,15,96,112,8.5,4.5
727,728,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,25,25,32,31,63,52,21,20,1,1,2,2,9,8,4,3,2,3,5,5,2,2,8,8,4,4,8,7,10,9,3,4,6,6,3,3,3,4,2,3,0,/////,6,6,1,2,0,0,0,4,3,3,2,2,0,0,5,5,1,1,0,6,2,3,5,5,3,3,7,7,2,2,1,2,4,4,10,10,0,0,0,/////,251,251,265,265,4,136,111,13,5,86,110,17.0,1.0
728,729,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,31,27,29,28,37,32,0,0,6,6,2,2,7,7,3,4,2,2,12,12,26,25,4,3,9,8,2,2,14,16,11,12,8,7,7,8,8,8,3,3,3,/////,2,2,5,5,0,0,0,4,3,4,4,4,3,3,2,2,2,2,0,0,8,9,6,6,4,4,7,7,4,4,6,6,4,0,10,0,1,0,0,/////,280,274,295,274,13,121,146,13,14,80,141,14.0,4.0
729,730,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,19,19,57,55,26,26,6,6,3,3,1,1,2,2,1,2,0,0,0,0,21,20,8,8,8,10,7,6,13,13,7,7,8,7,3,2,1,1,3,2,1,/////,7,7,1,2,2,2,0,0,2,3,3,3,1,1,4,4,0,0,0,1,8,7,2,2,5,5,13,14,2,2,5,5,3,3,7,7,0,0,0,/////,250,248,260,258,8,103,139,10,7,75,134,8.0,5.0
730,731,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,17,16,55,56,40,29,15,13,8,8,2,2,10,10,3,3,2,2,10,11,1,1,3,3,2,3,5,6,6,6,8,7,6,6,5,5,2,2,4,5,1,/////,2,2,2,2,1,1,0,3,4,5,4,4,1,1,2,2,1,1,0,4,10,10,7,6,10,10,4,4,6,6,1,1,4,5,11,14,0,0,0,/////,260,256,275,275,6,100,154,9,6,58,152,15.0,2.0
731,732,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,0,16,16,34,34,45,42,19,19,6,6,6,5,8,7,3,3,0,0,8,0,7,7,7,7,13,13,7,7,7,7,3,3,6,6,5,5,9,9,8,9,2,/////,4,4,2,3,4,4,0,3,4,5,3,3,0,0,1,1,1,1,0,0,1,1,0,0,1,1,6,6,4,4,2,2,2,2,12,12,0,0,0,/////,252,243,266,257,7,133,112,22,7,79,103,10.5,4.5
